NAME,STATE,COUNTY,CITY,MAX_VOLT,MIN_VOLT,LINES,LATITUDE,LONGITUDE,LON,LAT
UNKNOWN107989,AR,CRAWFORD,VAN BUREN,161,161,1,35.42035365,-94.28759182,-94.28759182,35.42035365
UNKNOWN107990,AR,CRAWFORD,VAN BUREN,69,69,2,35.45681473,-94.40160013,-94.40160013,35.45681473
UNKNOWN107991,AR,CRITTENDEN,MARION,161,161,2,35.20596389,-90.22869248,-90.22869247999999,35.20596388999999
WEST MEMPHIS GATEWAY,AR,CRITTENDEN,WEST MEMPHIS,161,161,1,35.14798985,-90.12787005,-90.12787004999998,35.147989849999995
UNKNOWN107994,AR,CRITTENDEN,WEST MEMPHIS,161,161,5,35.17523251,-90.22142154,-90.22142154,35.17523251
LEHI,AR,CRITTENDEN,WEST MEMPHIS,161,161,4,35.14804074,-90.22062595,-90.22062595,35.14804073999999
UNKNOWN107997,AR,CRITTENDEN,EARLE,161,161,2,35.37539969,-90.49771919,-90.49771918999998,35.37539969
UNKNOWN107998,AR,CRITTENDEN,EARLE,69,69,2,35.30922641,-90.45349389,-90.45349389000002,35.309226409999994
UNKNOWN107999,AR,CROSS,PARKIN,69,69,2,35.29053912,-90.57640326,-90.57640326000002,35.29053912
UNKNOWN108000,AR,CROSS,WYNNE,69,69,3,35.26850075,-90.74577794,-90.74577793999998,35.268500749999994
UNKNOWN108001,AR,CROSS,WYNNE,69,69,1,35.19625055,-90.72486911,-90.72486911,35.196250549999995
CHERRY VALLEY,AR,CROSS,CHERRY VALLEY,161,161,2,35.38741589,-90.77102287,-90.77102287,35.38741588999999
UNKNOWN108003,AR,CROSS,WYNNE,69,69,3,35.25374314,-90.83671888,-90.83671888,35.25374313999999
UNKNOWN108004,AR,CROSS,MCCRORY,69,69,2,35.2507173,-91.02892395,-91.02892394999999,35.250717299999984
UNKNOWN108005,AR,CROSS,WYNNE,69,69,1,35.33569165,-90.73605673,-90.73605673,35.33569165
UNKNOWN108006,AR,DALLAS,CARTHAGE,115,115,2,34.07509509,-92.57166566,-92.57166566,34.07509508999999
WINCHESTER,AR,DESHA,TILLAR,115,115,1,33.81205276,-91.34024482,-91.34024482,33.81205275999999
UNKNOWN108008,AR,DESHA,WATSON,115,115,2,33.91986531,-91.33701817,-91.33701817,33.919865310000006
UNKNOWN108009,AR,DREW,MONTICELLO,115,115,2,33.60519082,-91.79513626,-91.79513626,33.60519081999999
MONTICELLO EAST,AR,DREW,MONTICELLO,115,115,3,33.62704058,-91.76770694,-91.76770694,33.62704057999999
UNKNOWN108011,AR,DREW,WILMAR,115,115,2,33.61378897,-91.92566231,-91.92566231,33.61378897000001
UNKNOWN108012,AR,FAULKNER,CONWAY,161,115,3,35.08507321,-92.49160167,-92.49160167,35.08507320999999
UNKNOWN108013,AR,FAULKNER,VILONIA,161,161,1,35.1241112,-92.28057817,-92.28057817,35.124111199999994
UNKNOWN108014,AR,FAULKNER,QUITMAN,161,161,4,35.3302591,-92.26747573,-92.26747573,35.33025909999999
UNKNOWN108016,AR,FAULKNER,CONWAY,161,161,2,35.11039467,-92.51732412,-92.51732411999998,35.11039466999999
UNKNOWN108017,AR,FAULKNER,CONWAY,115,115,2,34.98905021,-92.42124788,-92.42124788,34.98905021
UNKNOWN108018,AR,FRANKLIN,CHARLESTON,-999999,-999999,0,35.30458974,-94.0376221,-94.0376221,35.30458973999999
UNKNOWN108019,AR,FRANKLIN,CHARLESTON,161,161,1,35.34646219,-93.96995062,-93.96995062,35.34646219
UNKNOWN108020,AR,FRANKLIN,OZARK,161,161,1,35.45128112,-93.77922243,-93.77922242999999,35.451281119999976
UNKNOWN108021,AR,FRANKLIN,OZARK,161,161,1,35.40968399,-93.77462031,-93.77462031,35.40968398999999
UNKNOWN108022,AR,FRANKLIN,OZARK,69,69,1,35.39784021,-93.84458411,-93.84458411,35.39784021
UNKNOWN108023,AR,FRANKLIN,OZARK,69,69,1,35.39870287,-93.84558315,-93.84558315,35.39870287
OZARK,AR,FRANKLIN,OZARK,161,-999999,4,35.46934817,-93.81762036,-93.81762036,35.469348169999996
UNKNOWN108025,AR,FULTON,MAMMOTH SPRING,161,161,2,36.38866542,-91.5185838,-91.51858379999999,36.38866542
UNKNOWN108026,AR,FULTON,MAMMOTH SPRING,-999999,-999999,0,36.43554902,-91.53268637,-91.53268637,36.43554901999999
SALEM,AR,FULTON,SALEM,69,69,2,36.36783175,-91.82672417,-91.82672417,36.36783175
UNKNOWN108028,AR,FULTON,VIOLA,69,69,3,36.39351374,-92.00542197,-92.00542197,36.393513739999975
UNKNOWN108029,AR,GARLAND,HOT SPRINGS VILLAGE,115,115,4,34.61945734,-93.00321065,-93.00321065,34.61945733999999
UNKNOWN108030,AR,GARLAND,HOT SPRINGS VILLAGE,115,115,2,34.66006572,-93.01386132,-93.01386132,34.66006572
UNKNOWN108031,AR,GARLAND,HOT SPRINGS VILLAGE,115,-999999,2,34.62277288,-93.05450626,-93.05450626,34.62277287999999
UNKNOWN108032,AR,GARLAND,HOT SPRINGS NATIONAL PARK,115,115,2,34.46083887,-92.92911088,-92.92911087999998,34.460838869999996
UNKNOWN108033,AR,GARLAND,HOT SPRINGS NATIONAL PARK,115,115,2,34.46415793,-92.94752253,-92.94752253,34.46415793
UNKNOWN108034,AR,GARLAND,HOT SPRINGS NATIONAL PARK,115,115,1,34.46339791,-92.96465043,-92.96465043,34.46339790999999
UNKNOWN108035,AR,GARLAND,ROYAL,-999999,-999999,2,34.51355323,-93.21049854,-93.21049854,34.513553229999985
UNKNOWN108036,AR,GARLAND,HOT SPRINGS NATIONAL PARK,-999999,-999999,2,34.45104403,-93.17764158,-93.17764158,34.451044029999984
UNKNOWN108037,AR,GARLAND,MOUNTAIN PINE,-999999,-999999,2,34.57828649,-93.16906845,-93.16906845,34.57828649000001
UNKNOWN108038,AR,GARLAND,HOT SPRINGS NATIONAL PARK,-999999,-999999,3,34.54138699,-93.16344869,-93.16344869,34.54138698999999
UNKNOWN108039,AR,GRANT,GRAPEVINE,115,115,2,34.14193891,-92.31639708,-92.31639708,34.141938909999986
UNKNOWN108041,AR,GRANT,SHERIDAN,115,115,2,34.26700233,-92.41680499,-92.41680499,34.26700232999999
POYEN,AR,GRANT,POYEN,115,115,2,34.32310988,-92.63093446,-92.63093446000002,34.32310988
UNKNOWN108043,AR,GREENE,BONO,-999999,-999999,2,36.06801475,-90.74675811,-90.74675811,36.06801475
UNKNOWN108044,AR,GREENE,PARAGOULD,-999999,-999999,0,36.06839392,-90.6727195,-90.6727195,36.06839392
UNKNOWN108045,AR,HEMPSTEAD,HOPE,115,115,2,33.73151578,-93.62168842,-93.62168842,33.731515779999995
UNKNOWN108046,AR,HEMPSTEAD,FULTON,115,115,2,33.6567981,-93.7776446,-93.77764460000002,33.656798099999996
UNKNOWN108047,AR,HEMPSTEAD,WASHINGTON,69,69,2,33.75082797,-93.71512498,-93.71512498,33.75082796999999
UNKNOWN108048,AR,HEMPSTEAD,HOPE,115,115,1,33.72545773,-93.63947604,-93.63947604,33.725457729999995
UNKNOWN108049,AR,HEMPSTEAD,FULTON,115,115,3,33.62182063,-93.73626533,-93.73626533,33.62182063
UNKNOWN108050,AR,HOT SPRING,MALVERN,115,115,8,34.44067141,-92.88933954,-92.88933954000001,34.44067140999999
UNKNOWN108051,AR,HOT SPRING,MALVERN,115,-999999,2,34.42866683,-92.89257928,-92.89257928,34.42866683
UNKNOWN108052,AR,HOT SPRING,MALVERN,115,115,2,34.43140931,-92.81277853,-92.81277852999999,34.43140930999999
UNKNOWN108053,AR,HOT SPRING,MALVERN,115,115,1,34.38380826,-92.80078772,-92.80078771999999,34.38380825999999
UNKNOWN108054,AR,HOT SPRING,MALVERN,115,115,2,34.3429122,-92.83125938,-92.83125937999999,34.3429122
UNKNOWN108055,AR,HOT SPRING,BISMARCK,115,115,2,34.31403407,-93.1686965,-93.1686965,34.31403407
UNKNOWN108057,AR,HOWARD,NASHVILLE,138,138,2,33.92140397,-93.86098221,-93.86098221,33.92140397
UNKNOWN108058,AR,HOWARD,MINERAL SPRINGS,-999999,-999999,0,33.81880233,-93.89699583,-93.89699583,33.81880232999999
KENNETH FORD,AR,HOWARD,NASHVILLE,-999999,-999999,1,33.94929126,-93.93807189,-93.93807189,33.949291259999995
CEDAR GROVE,AR,INDEPENDENCE,FLORAL,161,161,2,35.57827164,-91.7285896,-91.7285896,35.57827163999999
UNKNOWN108062,AR,INDEPENDENCE,BATESVILLE,161,161,3,35.8918459,-91.7314349,-91.7314349,35.89184589999999
UNKNOWN108063,AR,INDEPENDENCE,BATESVILLE,161,161,2,35.69899323,-91.6488707,-91.6488707,35.698993230000006
UNKNOWN108064,AR,IZARD,FRANKLIN,69,69,2,36.18105043,-91.72649212,-91.72649212,36.18105042999999
UNKNOWN108065,AR,IZARD,HORSESHOE BEND,69,69,2,36.18666314,-91.76656933,-91.76656933,36.18666313999999
UNKNOWN108066,AR,IZARD,PINEVILLE,161,161,2,36.18479562,-92.12514052,-92.12514052,36.18479562
UNKNOWN108067,AR,IZARD,VIOLET HILL,69,69,2,36.14751047,-91.91468566,-91.91468566,36.14751046999999
UNKNOWN108068,AR,IZARD,MELBOURNE,161,161,2,36.05913922,-91.87624756,-91.87624756,36.05913922
UNKNOWN108069,AR,IZARD,MELBOURNE,161,161,3,36.01781597,-91.82239692,-91.82239692,36.01781597
UNKNOWN108070,AR,IZARD,SALEM,161,69,4,36.25132799,-91.7569266,-91.7569266,36.25132798999999
UNKNOWN108071,AR,JACKSON,TUCKERMAN,161,161,2,35.76963733,-91.17524413,-91.17524412999998,35.76963732999999
UNKNOWN108072,AR,JACKSON,NEWPORT,161,161,2,35.47535979,-91.23354515,-91.23354515,35.47535979
UNKNOWN108073,AR,JEFFERSON,WABBASEKA,115,115,2,34.38555815,-91.7951926,-91.7951926,34.38555815000001
UNKNOWN108074,AR,JEFFERSON,ALTHEIMER,115,115,1,34.30991877,-91.83331238,-91.83331238,34.309918769999996
UNKNOWN108075,AR,JEFFERSON,SHERRILL,115,115,2,34.38457718,-91.99210433,-91.99210433,34.384577179999994
UNKNOWN108076,AR,JEFFERSON,WHITE HALL,115,115,2,34.26599436,-92.02205698,-92.02205698,34.26599436
UNKNOWN108077,AR,JEFFERSON,WHITE HALL,115,115,2,34.29920698,-92.09577258,-92.09577258,34.29920697999999
UNKNOWN108078,AR,JEFFERSON,REDFIELD,115,115,2,34.48333704,-92.20711893,-92.20711893,34.483337039999995
UNKNOWN108079,AR,JOHNSON,CLARKSVILLE,161,-999999,4,35.5217268,-93.44669792,-93.44669792,35.52172680000001
UNKNOWN108081,AR,JOHNSON,LAMAR,69,69,3,35.48080314,-93.32146597,-93.32146596999999,35.48080313999998
UNKNOWN108083,AR,LAFAYETTE,BUCKNER,115,115,2,33.35990776,-93.46344013,-93.46344013,33.35990775999999
UNKNOWN108084,AR,LAFAYETTE,BUCKNER,115,-999999,6,33.35908843,-93.46423792,-93.46423792,33.359088429999986
LEWISVILLE,AR,LAFAYETTE,LEWISVILLE,115,69,3,33.358027,-93.59903426,-93.59903426,33.358027
CHARLES G. WHALEY,AR,LAFAYETTE,TAYLOR,69,69,1,33.15577422,-93.51400605,-93.51400604999999,33.155774220000005
F.M. COCHRAN,AR,LAFAYETTE,BRADLEY,69,69,3,33.10336605,-93.65292316,-93.65292316,33.103366049999984
UNKNOWN108088,AR,LAWRENCE,WALNUT RIDGE,-999999,-999999,0,36.12594484,-90.92940702,-90.92940702,36.125944839999995
UNKNOWN108089,AR,LAWRENCE,BLACK ROCK,161,-999999,3,36.13824104,-91.15636539,-91.15636538999999,36.138241040000004
UNKNOWN108090,AR,LAWRENCE,BLACK ROCK,-999999,-999999,1,36.13870673,-91.15892997,-91.15892997,36.13870673
WALNUT RIDGE 14.4KV,AR,LAWRENCE,WALNUT RIDGE,-999999,-999999,0,36.07607248,-90.99829621,-90.99829621,36.07607248
UNKNOWN107772,AR,PULASKI,LITTLE ROCK,115,115,2,34.71386586,-92.256886,-92.256886,34.71386586
UNKNOWN107773,AR,PULASKI,LITTLE ROCK,115,115,2,34.73585117,-92.35224905,-92.35224905000001,34.73585116999999
UNKNOWN107774,AR,PULASKI,LITTLE ROCK,115,115,2,34.71768728,-92.35175979,-92.35175979000002,34.71768727999999
UNKNOWN107775,AR,PULASKI,LITTLE ROCK,115,115,2,34.74408724,-92.30611403,-92.30611402999999,34.74408723999999
UNKNOWN107776,AR,PULASKI,LITTLE ROCK,115,115,2,34.72608216,-92.27781487,-92.27781487,34.72608215999999
UNKNOWN107777,AR,PULASKI,LITTLE ROCK,115,115,4,34.75051426,-92.27669192,-92.27669192,34.75051426
UNKNOWN107778,AR,PULASKI,LITTLE ROCK,115,115,2,34.66828504,-92.36179067,-92.36179067,34.66828504
UNKNOWN107779,AR,PULASKI,LITTLE ROCK,115,115,2,34.61370864,-92.24012039,-92.24012039,34.61370863999999
UNKNOWN107780,AR,PULASKI,LITTLE ROCK,115,115,2,34.63345024,-92.27317626,-92.27317626000001,34.63345024000001
GRAVEL RIDGE,AR,PULASKI,SHERWOOD,161,161,2,34.88121765,-92.22031575,-92.22031575,34.881217649999996
GRAVEL RIDGE SOUTH,AR,PULASKI,JACKSONVILLE,161,115,5,34.85875609,-92.19581654,-92.19581653999998,34.858756089999986
UNKNOWN107783,AR,PULASKI,NORTH LITTLE ROCK,115,115,7,34.75463806,-92.19788784,-92.19788784,34.75463806
UNKNOWN107784,AR,PULASKI,NORTH LITTLE ROCK,115,115,2,34.80055344,-92.1887859,-92.1887859,34.80055344
UNKNOWN107785,AR,RANDOLPH,POCAHONTAS,-999999,-999999,1,36.35723535,-91.09466807,-91.09466806999998,36.35723535000001
UNKNOWN107786,AR,RANDOLPH,POCAHONTAS,161,-999999,3,36.2493282,-91.0545698,-91.05456980000001,36.2493282
UNKNOWN107787,AR,RANDOLPH,POCAHONTAS,161,161,4,36.24990278,-91.0529982,-91.0529982,36.24990278
UNKNOWN107788,AR,RANDOLPH,POCAHONTAS,161,161,2,36.28561223,-90.93893228,-90.93893228,36.28561222999999
UNKNOWN107789,AR,RANDOLPH,POCAHONTAS,161,161,2,36.26972658,-91.04255391,-91.04255391000001,36.26972657999999
UNKNOWN107790,AR,SALINE,BENTON,115,115,2,34.62618182,-92.76640534,-92.76640534,34.62618181999999
UNKNOWN107791,AR,SALINE,HASKELL,115,115,2,34.50098475,-92.64775816,-92.64775816000001,34.50098475
BAUXITE,AR,SALINE,BAUXITE,115,115,3,34.56715072,-92.50525671,-92.50525671,34.56715072
UNKNOWN107793,AR,SALINE,BENTON,115,115,2,34.59555048,-92.57982692,-92.57982692,34.59555048
UNKNOWN107794,AR,SALINE,BRYANT,115,115,2,34.59234773,-92.48408336,-92.48408335999999,34.59234773000001
UNKNOWN107795,AR,SALINE,BRYANT,115,115,2,34.65064571,-92.49757014,-92.49757014,34.65064571
UNKNOWN107796,AR,SALINE,MABELVALE,115,115,2,34.58358953,-92.36911127,-92.36911126999999,34.58358952999999
UNKNOWN107797,AR,SALINE,BENTON,115,115,2,34.63911757,-92.56148058,-92.56148058,34.63911757
UNKNOWN107798,AR,SCOTT,MANSFIELD,-999999,-999999,0,35.07735764,-94.19538915,-94.19538915,35.077357639999995
UNKNOWN107800,AR,SEBASTIAN,FORT SMITH,161,161,1,35.28154716,-94.37863419,-94.37863419,35.28154715999999
UNKNOWN107801,AR,SEBASTIAN,FORT SMITH,161,161,2,35.23821883,-94.39426201,-94.39426201,35.23821883
UNKNOWN107802,AR,SEBASTIAN,HACKETT,161,161,2,35.1950034,-94.3612609,-94.3612609,35.1950034
UNKNOWN107803,AR,SEBASTIAN,HACKETT,161,161,2,35.20953086,-94.37245663,-94.37245663,35.20953086000001
UNKNOWN107804,AR,SEBASTIAN,MANSFIELD,69,69,1,35.02799426,-94.32646939,-94.32646938999999,35.02799426000001
UNKNOWN107805,AR,SEBASTIAN,HARTFORD,69,69,3,35.0725641,-94.34359389,-94.34359389,35.07256409999999
UNKNOWN107806,AR,SEBASTIAN,GREENWOOD,69,69,2,35.16297269,-94.21987811,-94.21987811,35.162972690000004
UNKNOWN107807,AR,SEBASTIAN,MANSFIELD,69,69,2,35.10310092,-94.21740034,-94.21740034,35.10310092
UNKNOWN107810,AR,SEBASTIAN,HUNTINGTON,161,69,5,35.08523074,-94.26769678,-94.26769677999998,35.08523074
NORTH HUNTINGTON,AR,SEBASTIAN,HUNTINGTON,69,69,2,35.08266582,-94.27018628,-94.27018628,35.08266582
UNKNOWN107815,AR,SEBASTIAN,FORT SMITH,-999999,-999999,0,35.40061149,-94.41433585,-94.41433585,35.40061149
LOCKENSBURG,AR,SEVIER,LOCKESBURG,138,138,2,33.89277637,-94.1507985,-94.1507985,33.89277636999999
UNKNOWN107817,AR,SEVIER,LOCKESBURG,69,69,1,33.98994108,-94.17857219,-94.17857219,33.98994108
UNKNOWN107818,AR,SEVIER,DE QUEEN,69,-999999,4,34.0281642,-94.34350219,-94.34350219,34.02816419999999
DE QUEEN,AR,SEVIER,DE QUEEN,69,69,1,33.99814477,-94.38396137,-94.38396137,33.99814477
UNKNOWN107820,AR,SHARP,CAVE CITY,161,161,1,35.94284273,-91.57778608,-91.57778608,35.942842729999995
UNKNOWN107821,AR,SHARP,WILLIFORD,161,161,2,36.27961265,-91.38402067,-91.38402067000001,36.27961264999999
UNKNOWN107822,AR,ST. FRANCIS,COLT,69,69,1,35.09603246,-90.99860327,-90.99860326999999,35.096032459999996
UNKNOWN107823,AR,ST. FRANCIS,PALESTINE,69,69,2,34.96934851,-90.89549973,-90.89549973,34.969348509999996
UNKNOWN107824,AR,ST. FRANCIS,PALESTINE,161,69,5,34.96827787,-90.89496996,-90.89496996,34.96827787
UNKNOWN107825,AR,ST. FRANCIS,WIDENER,69,69,1,35.01656124,-90.61539669,-90.61539669,35.016561239999994
UNKNOWN107826,AR,ST. FRANCIS,HUGHES,161,161,2,34.9672861,-90.45173769,-90.45173769,34.9672861
UNKNOWN107827,AR,UNION,MAGNOLIA,115,115,2,33.18960096,-92.96614501,-92.96614500999999,33.189600959999986
UNKNOWN107828,AR,UNION,SMACKOVER,115,115,2,33.35810316,-92.73127172,-92.73127172,33.35810316
UNKNOWN107829,AR,UNION,EL DORADO,115,115,1,33.36200547,-92.64829516,-92.64829516,33.36200546999999
UNKNOWN107830,AR,UNION,EL DORADO,115,115,3,33.26016951,-92.64552201,-92.64552200999998,33.26016951
UNKNOWN107831,AR,UNION,EL DORADO,115,115,2,33.26361417,-92.68793017,-92.68793016999999,33.26361417
EL DORADA JACKSON,AR,UNION,EL DORADO,-999999,-999999,2,33.20714081,-92.66068207,-92.66068207,33.207140809999984
UNKNOWN107833,AR,UNION,EL DORADO,115,115,2,33.20655161,-92.69622424,-92.69622424,33.20655160999999
UNKNOWN107834,AR,UNION,EL DORADO,-999999,-999999,2,33.20177905,-92.67388408,-92.67388408,33.201779049999985
UNKNOWN107835,AR,UNION,EL DORADO,115,-999999,2,33.18651065,-92.70923259,-92.70923259000001,33.186510649999995
UNKNOWN107836,AR,UNION,EL DORADO,115,115,4,33.20350336,-92.73706083,-92.73706082999999,33.203503359999985
UNKNOWN107837,AR,UNION,EL DORADO,115,115,2,33.16399384,-92.74116368,-92.74116368,33.163993839999996
UNKNOWN107838,AR,UNION,EL DORADO,115,115,1,33.10980772,-92.66728504,-92.66728504,33.10980772
UNKNOWN107839,AR,UNION,JUNCTION CITY,115,115,2,33.02717303,-92.73687431,-92.73687431,33.02717302999999
UNKNOWN107841,AR,UNION,EL DORADO,115,-999999,3,33.20983651,-92.61426891,-92.61426891,33.209836509999995
UNKNOWN107842,AR,UNION,EL DORADO,115,115,1,33.11376294,-92.60696601,-92.60696601,33.11376294
UNKNOWN107843,AR,UNION,STRONG,115,115,1,33.12745793,-92.40274672,-92.40274672,33.12745792999999
UNKNOWN107844,AR,UNION,HUTTIG,115,115,1,33.04360179,-92.20265588,-92.20265588,33.04360178999999
UNKNOWN107845,AR,VAN BUREN,CLINTON,161,-999999,4,35.61475422,-92.4922376,-92.4922376,35.614754219999995
UNKNOWN107846,AR,VAN BUREN,CLINTON,-999999,-999999,0,35.53335062,-92.44351088,-92.44351088,35.53335061999999
UNKNOWN107847,AR,VAN BUREN,BEE BRANCH,161,161,2,35.45444667,-92.38584598,-92.38584598,35.454446669999996
UNKNOWN107848,AR,VAN BUREN,SHIRLEY,-999999,-999999,2,35.64818074,-92.3284581,-92.3284581,35.64818074
UNKNOWN107849,AR,VAN BUREN,FAIRFIELD BAY,-999999,-999999,2,35.58964957,-92.30371647,-92.30371647,35.58964957
UNKNOWN107850,AR,WASHINGTON,FAYETTEVILLE,69,69,3,35.97399388,-94.01369905,-94.01369905000001,35.973993879999995
UNKNOWN107851,AR,WASHINGTON,SPRINGDALE,-999999,-999999,1,36.1921658,-94.12663249,-94.12663249,36.19216579999999
UNKNOWN107852,AR,WASHINGTON,SPRINGDALE,69,69,2,36.20840787,-94.11928132,-94.11928132,36.20840787
UNKNOWN107853,AR,WASHINGTON,SPRINGDALE,161,161,2,36.16430853,-94.13664282,-94.13664281999999,36.16430852999999
UNKNOWN107854,AR,WASHINGTON,SPRINGDALE,69,69,2,36.1334142,-94.09477561,-94.09477561,36.13341419999999
EAST FAYETTEVILLE,AR,WASHINGTON,FAYETTEVILLE,161,69,6,36.12561135,-94.11214389,-94.11214389,36.12561135000001
UNKNOWN107856,AR,WASHINGTON,FAYETTEVILLE,69,69,2,36.12762764,-94.13553153,-94.13553152999998,36.12762764
UNKNOWN107857,AR,WASHINGTON,WINSLOW,69,-999999,2,35.86042174,-94.05816322,-94.05816322,35.86042174000001
UNKNOWN107858,AR,WASHINGTON,SPRINGDALE,161,-999999,9,36.1961588,-94.16229547,-94.16229546999999,36.19615879999999
UNKNOWN107859,AR,WASHINGTON,SPRINGDALE,69,69,3,36.17639976,-94.19198311,-94.19198311,36.17639976000001
UNKNOWN107860,AR,WASHINGTON,SPRINGDALE,69,69,3,36.13975968,-94.1929582,-94.1929582,36.13975967999999
UNKNOWN107861,AR,WASHINGTON,FAYETTEVILLE,69,69,2,36.07936735,-94.2295393,-94.2295393,36.07936735
UNKNOWN107863,AR,WASHINGTON,FAYETTEVILLE,161,161,2,36.04246287,-94.14073609,-94.14073609,36.04246287
GREENLAND,AR,WASHINGTON,FAYETTEVILLE,69,69,3,35.99673545,-94.20269046,-94.20269045999999,35.996735449999996
UNKNOWN107865,AR,WASHINGTON,FAYETTEVILLE,69,69,2,35.99513759,-94.20384154,-94.20384154000001,35.99513759
UNKNOWN107866,AR,WASHINGTON,FARMINGTON,69,69,2,36.02948614,-94.28144157,-94.28144157,36.02948614
UNKNOWN107867,AR,WASHINGTON,PRAIRIE GROVE,69,69,2,35.96568905,-94.34020861,-94.34020861,35.96568904999999
UNKNOWN107868,AR,WASHINGTON,LINCOLN,69,69,1,35.95951196,-94.43106038,-94.43106038,35.95951195999999
UNKNOWN107869,AR,WHITE,ROSE BUD,-999999,-999999,2,35.32730116,-92.02713545,-92.02713545,35.32730115999998
UNKNOWN107870,AR,WHITE,BEEBE,115,115,2,35.09397806,-91.87209676,-91.87209676,35.09397806
UNKNOWN107871,AR,WHITE,GRIFFITHVILLE,115,115,2,35.12086134,-91.63241027,-91.63241027,35.12086134
UNKNOWN107872,AR,WHITE,KENSETT,161,115,4,35.2397536,-91.68714216,-91.68714216,35.23975359999999
UNKNOWN107873,AR,WHITE,BALD KNOB,161,-999999,3,35.34308628,-91.53914729,-91.53914728999999,35.343086279999994
UNKNOWN107874,AR,WOODRUFF,MC CRORY,69,69,2,35.27231724,-91.17281432,-91.17281432,35.27231724000001
UNKNOWN107875,AR,WOODRUFF,AUGUSTA,161,69,5,35.25951182,-91.3628177,-91.3628177,35.25951182
UNKNOWN107876,AR,WOODRUFF,COTTON PLANT,69,69,2,35.00496573,-91.27455521,-91.27455521,35.004965729999995
UNKNOWN107877,AR,WOODRUFF,COTTON PLANT,115,115,2,34.99798121,-91.25653395,-91.25653394999999,34.99798121
OLA,AR,YELL,OLA,115,115,2,35.01833303,-93.25743336,-93.25743336,35.018333029999994
DEWITT,AR,ARKANSAS,DE WITT,115,115,2,34.29909187,-91.38796767,-91.38796767,34.29909186999999
UNKNOWN108997,AL,HOUSTON,COLUMBIA,500,-999999,7,31.2240507,-85.11620764,-85.11620764,31.224050699999985
UNKNOWN108998,AL,HOUSTON,GORDON,115,115,1,31.05577155,-85.18920265,-85.18920265,31.05577155
UNKNOWN108999,AL,HOUSTON,PANSEY,230,-999999,4,31.0871379,-85.19684777,-85.19684777,31.087137899999995
UNKNOWN109001,AL,HOUSTON,DOTHAN,115,-999999,8,31.26002022,-85.40108322,-85.40108322000002,31.26002022
UNKNOWN109002,AL,HOUSTON,WEBB,115,115,1,31.25532882,-85.3130533,-85.3130533,31.25532882
UNKNOWN109003,AL,PIKE,TROY,115,115,1,31.97429607,-85.98967282,-85.98967282,31.974296069999998
UNKNOWN109004,AL,HENRY,ABBEVILLE,115,-999999,5,31.62424966,-85.2160571,-85.2160571,31.624249659999993
UNKNOWN109005,AL,HENRY,SHORTERVILLE,115,115,5,31.62317209,-85.06526476,-85.06526476,31.623172089999994
UNKNOWN109006,AL,BARBOUR,CLIO,115,115,5,31.70456779,-85.59274085,-85.59274085,31.70456778999999
UNKNOWN109007,AL,HENRY,ABBEVILLE,115,115,3,31.49219668,-85.28459584,-85.28459584,31.492196680000003
UNKNOWN109008,AL,HENRY,MIDLAND CITY,115,115,2,31.40429297,-85.41507945,-85.41507945,31.40429297
UNKNOWN109009,AL,DALE,NEWTON,115,115,1,31.31578501,-85.58071576,-85.58071576,31.315785009999992
UNKNOWN109010,AL,DALE,OZARK,115,-999999,3,31.44390465,-85.60056641,-85.60056640999998,31.443904649999993
UNKNOWN109011,AL,DALE,DALEVILLE,115,-999999,4,31.23431976,-85.74126594,-85.74126594,31.234319759999998
UNKNOWN109012,AL,COVINGTON,OPP,115,115,1,31.29313368,-86.27507251,-86.27507251,31.293133679999993
UNKNOWN109013,AL,COVINGTON,OPP,115,-999999,5,31.28635642,-86.27457219,-86.27457219,31.28635642
UNKNOWN109014,AL,DALE,MIDLAND CITY,115,115,3,31.30591007,-85.59437183,-85.59437182999999,31.305910069999996
UNKNOWN109015,AL,COFFEE,KINSTON,115,115,1,31.23970414,-86.18567217,-86.18567217,31.239704139999994
UNKNOWN109017,AL,COVINGTON,ANDALUSIA,115,115,1,31.05032983,-86.58233804,-86.58233804,31.05032983
UNKNOWN109018,AL,GENEVA,WESTVILLE,230,115,4,30.99406916,-86.05984694,-86.05984694000001,30.994069160000006
UNKNOWN109019,AL,GENEVA,SAMSON,230,-999999,3,31.02068174,-86.01354277,-86.01354277000002,31.02068174
UNKNOWN109020,AL,GENEVA,SAMSON,115,115,1,31.11613387,-86.04925669,-86.04925669,31.116133869999995
UNKNOWN109021,AL,GENEVA,SAMSON,115,115,1,31.11246012,-86.10834205,-86.10834204999999,31.11246011999999
SLOCOMB,AL,GENEVA,SLOCOMB,230,-999999,3,31.1124636,-85.57959131,-85.57959131,31.112463600000005
UNKNOWN109023,AL,GENEVA,DOTHAN,115,115,1,31.19216739,-85.52603133,-85.52603133,31.192167389999994
UNKNOWN109926,MS,MARION,COLUMBIA,115,115,2,31.23448919,-89.82097877,-89.82097876999998,31.234489189999994
