NAME,STATE,COUNTY,CITY,MAX_VOLT,MIN_VOLT,LINES,LATITUDE,LONGITUDE,LON,LAT
UNKNOWN124807,KY,TAYLOR,CAMPBELLSVILLE,161,69,4,37.367011,-85.342048,-85.342048,37.367011
UNKNOWN124808,KY,TAYLOR,CAMPBELLSVILLE,69,69,1,37.375373,-85.360795,-85.360795,37.375373
UNKNOWN124809,KY,TAYLOR,CAMPBELLSVILLE,69,-999999,2,37.346821,-85.331774,-85.33177400000001,37.34682099999999
UNKNOWN124810,KY,TAYLOR,CAMPBELLSVILLE,-999999,-999999,1,37.33546013,-85.31789198,-85.31789198,37.335460129999994
UNKNOWN124811,KY,CASEY,LIBERTY,161,69,5,37.298473,-84.85389,-84.85389,37.298473
UNKNOWN124812,KY,CASEY,ELK HORN,69,69,1,37.330352,-85.151101,-85.151101,37.33035199999998
UNKNOWN124813,KY,CASEY,LIBERTY,161,69,4,37.427532,-85.009082,-85.009082,37.42753199999999
UNKNOWN124814,KY,CASEY,LIBERTY,69,69,2,37.26799617,-85.04605036,-85.04605036,37.26799616999999
UNKNOWN124815,KY,CASEY,LIBERTY,69,69,3,37.218922,-84.964189,-84.964189,37.21892199999999
UNKNOWN124816,KY,CASEY,LIBERTY,69,69,1,37.32198692,-84.91150429,-84.91150429,37.32198692000001
UNKNOWN124817,KY,CASEY,YOSEMITE,69,69,1,37.28012063,-84.76763644,-84.76763644,37.28012063
UNKNOWN124819,KY,SPENCER,TAYLORSVILLE,69,69,1,38.05020938,-85.36522806,-85.36522806,38.050209379999984
UNKNOWN124820,KY,SPENCER,COXS CREEK,69,69,2,37.94339405,-85.40295965,-85.40295965,37.943394049999995
UNKNOWN124838,IL,LAKE,LAKE ZURICH,138,138,2,42.21096035,-88.07348746,-88.07348746,42.21096034999999
UNKNOWN124839,IL,LAKE,HIGHLAND PARK,138,138,2,42.21214615,-87.84172928,-87.84172928,42.212146149999995
UNKNOWN124840,IN,GREENE,WORTHINGTON,69,69,1,39.09681217,-86.99654147,-86.99654147,39.09681216999999
UNKNOWN124841,IN,GREENE,WORTHINGTON,69,69,1,39.13933254,-86.96043017,-86.96043017000001,39.139332539999984
UNKNOWN124842,IN,GREENE,SWITZ CITY,69,69,1,39.02804608,-87.05373292,-87.05373292,39.02804608
UNKNOWN124843,IN,GREENE,LYONS,69,69,1,38.99398263,-87.13361676,-87.13361676000001,38.99398263
UNKNOWN124844,IN,GREENE,BLOOMFIELD,69,69,2,38.99809035,-86.92676595,-86.92676595,38.99809035
UNKNOWN124845,IN,VIGO,TERRE HAUTE,138,138,1,39.36108742,-87.41950222,-87.41950222,39.36108741999999
UNKNOWN124846,IN,VIGO,PIMENTO,69,69,1,39.27405073,-87.37882554,-87.37882554000001,39.27405072999999
UNKNOWN125307,IL,DUPAGE,NAPERVILLE,-999999,-999999,0,41.79815742,-88.19977781,-88.19977781,41.798157419999995
UNKNOWN124443,IN,VIGO,WEST TERRE HAUTE,138,-999999,5,39.52659589,-87.42437486,-87.42437486,39.52659589
CLINTON,IN,VERMILLION,CLINTON,230,230,2,39.72503739,-87.43384117,-87.43384117,39.72503739
CHAMPAIGN OAK STREET,IL,CHAMPAIGN,CHAMPAIGN,-999999,-999999,2,40.10763105,-88.24196028,-88.24196028,40.10763105
UNKNOWN124554,IN,MONTGOMERY,CRAWFORDSVILLE,138,138,4,40.07975172,-86.9607248,-86.9607248,40.07975172
UNKNOWN124444,IN,VIGO,WEST TERRE HAUTE,-999999,-999999,2,39.47676208,-87.4544143,-87.45441430000001,39.47676208000001
UNKNOWN125309,IL,CHAMPAIGN,URBANA,-999999,-999999,2,40.11524157,-88.20289649,-88.20289648999999,40.115241569999995
UNKNOWN125310,IL,CHAMPAIGN,URBANA,-999999,-999999,2,40.11141361,-88.19102001,-88.19102001,40.11141361
UNKNOWN124555,IN,PARKE,ROCKVILLE,138,138,2,39.77113523,-87.2404586,-87.24045860000001,39.77113523
UNKNOWN124445,IN,VIGO,WEST TERRE HAUTE,-999999,-999999,1,39.45285244,-87.48361424,-87.48361424,39.452852439999994
UNKNOWN124556,IN,PARKE,ROCKVILLE,138,138,1,39.83364637,-87.18578913,-87.18578913000002,39.83364637
UNKNOWN125311,IL,CHAMPAIGN,URBANA,-999999,-999999,1,40.10946841,-88.19095457,-88.19095457,40.10946840999999
UNKNOWN124558,IN,VERMILLION,CAYUGA,345,-999999,4,39.92508347,-87.44636361,-87.44636361,39.92508347
UNKNOWN124446,IN,VIGO,TERRE HAUTE,138,138,2,39.56877003,-87.35053889,-87.35053889,39.568770029999996
UNKNOWN125312,IL,LAKE,NORTH CHICAGO,138,138,2,42.33052765,-87.83542847,-87.83542847,42.33052765
ATTICA 230KV SUBSTATION,IN,FOUNTAIN,ATTICA,230,230,2,40.28196913,-87.22073044,-87.22073044000001,40.28196912999999
UNKNOWN124447,IN,VIGO,TERRE HAUTE,138,-999999,2,39.58277535,-87.36730646,-87.36730646,39.58277535
UNKNOWN125313,IL,KANKAKEE,KANKAKEE,138,-999999,4,41.0922989,-87.87551295,-87.87551295,41.092298899999996
UNKNOWN124561,IN,MONTGOMERY,NEW ROSS,230,-999999,4,39.96398146,-86.80401498,-86.80401498,39.96398145999999
UNKNOWN124448,IN,VIGO,ROSEDALE,-999999,-999999,1,39.59896816,-87.36225142,-87.36225142000002,39.59896816
UNKNOWN125314,IL,DUPAGE,ADDISON,138,138,4,41.94698031,-88.03238746,-88.03238746,41.94698031
UNKNOWN124562,IN,HENDRICKS,PLAINFIELD,69,69,2,39.71363513,-86.38507584,-86.38507584,39.71363513
UNKNOWN125315,IL,DUPAGE,LEMONT,-999999,-999999,3,41.71694383,-87.97698683,-87.97698683,41.71694383
UNKNOWN124563,IN,HANCOCK,GREENFIELD,69,69,2,39.7792429,-85.801345,-85.80134499999998,39.7792429
NORTHSIDE,IN,CLARK,SEYMOUR,345,-999999,6,38.35955953,-85.72707531,-85.72707531000002,38.35955952999999
UNKNOWN124449,IN,VIGO,TERRE HAUTE,230,-999999,6,39.53252682,-87.39151103,-87.39151103,39.53252682
UNKNOWN124564,IN,HANCOCK,GREENFIELD,69,69,1,39.78372124,-85.7735725,-85.7735725,39.78372124
UNKNOWN125319,IN,JACKSON,SEYMOUR,138,138,3,38.97216188,-85.86516378,-85.86516378,38.97216188
UNKNOWN124565,IN,HANCOCK,GREENFIELD,69,69,1,39.77192002,-85.68898403,-85.68898403,39.771920019999996
NORTH VERNON,IN,JENNINGS,NORTH VERNON,138,-999999,3,38.96460967,-85.63833634,-85.63833634,38.964609669999994
UNKNOWN124566,IN,HANCOCK,GREENFIELD,69,69,2,39.70052727,-85.78176913,-85.78176912999999,39.700527269999995
UNKNOWN124450,IN,VIGO,TERRE HAUTE,-999999,-999999,1,39.53553073,-87.39108178,-87.39108177999998,39.53553072999999
UNKNOWN125321,IN,DEARBORN,AURORA,138,-999999,3,39.06270079,-84.98563024,-84.98563024,39.06270078999999
UNKNOWN124567,IN,MARION,INDIANAPOLIS,-999999,-999999,1,39.82006927,-86.14449308,-86.14449308,39.82006927
UNKNOWN124451,IN,SULLIVAN,FARMERSBURG,69,69,1,39.22672191,-87.39953405,-87.39953405,39.22672191
UNKNOWN125322,IN,DEARBORN,AURORA,69,69,1,39.01890491,-85.01486152,-85.01486152,39.01890491
UNKNOWN124568,IN,PUTNAM,CLOVERDALE,138,-999999,4,39.55544479,-86.8141127,-86.81411269999998,39.555444789999996
UNKNOWN124452,IN,VIGO,FARMERSBURG,69,69,1,39.27417526,-87.51797862,-87.51797861999998,39.27417526
UNKNOWN125323,IN,OHIO,RISING SUN,-999999,-999999,0,38.96235335,-84.84903358,-84.84903358000001,38.962353349999994
UNKNOWN125211,IL,COOK,SCHAUMBURG,138,138,4,42.05965012,-88.05546062,-88.05546062,42.05965012
UNKNOWN124569,IN,PUTNAM,CLAYTON,138,138,1,39.55020522,-86.81661827,-86.81661827,39.55020522
UNKNOWN124453,IN,SULLIVAN,SULLIVAN,69,69,1,39.10407017,-87.47060117,-87.47060117,39.10407017
UNKNOWN125324,IN,DEARBORN,AURORA,-999999,-999999,1,39.0528397,-84.92220834,-84.92220834,39.0528397
UNKNOWN124570,IN,HENDRICKS,CLAYTON,-999999,-999999,0,39.62291561,-86.5846697,-86.5846697,39.62291560999999
WORTHINGTON PRIMARY SUBSTATION,IN,GREENE,SWITZ CITY,345,-999999,10,39.07193916,-87.01323736,-87.01323736,39.07193916
SPEED,IN,CLARK,SELLERSBURG,345,-999999,9,38.44072835,-85.75475836,-85.75475836,38.44072834999999
UNKNOWN124571,IN,HENDRICKS,CLAYTON,138,138,4,39.62008643,-86.5843695,-86.5843695,39.62008643
UNKNOWN124456,IL,COOK,DEERFIELD,138,138,2,42.15223766,-87.84044277,-87.84044276999998,42.15223766
UNKNOWN125326,IN,JEFFERSON,HANOVER,138,138,2,38.70233882,-85.48544091,-85.48544091,38.702338819999994
UNKNOWN124572,IN,HENDRICKS,DANVILLE,69,69,3,39.75371087,-86.52093004,-86.52093004,39.75371087
UNKNOWN125327,IN,CLARK,NABB,138,138,2,38.57859222,-85.45270504,-85.45270504,38.57859221999999
UNKNOWN124573,IN,HENDRICKS,DANVILLE,69,69,1,39.81381287,-86.4289174,-86.4289174,39.81381287
UNKNOWN125328,IN,CLARK,CHARLESTOWN,138,138,2,38.49670663,-85.56168058,-85.56168058000002,38.49670663
UNKNOWN125218,IL,COOK,BARTLETT,138,-999999,3,42.00072409,-88.24458233,-88.24458233,42.00072409
UNKNOWN124574,IN,MONTGOMERY,CRAWFORDSVILLE,138,-999999,3,40.04922678,-86.89780545,-86.89780545,40.04922678
HE RAMSEY,IN,HARRISON,DEPAUW,345,69,6,38.33069161,-86.1715482,-86.17154820000002,38.33069161
UNKNOWN124675,KY,LINCOLN,STANFORD,69,69,2,37.436239,-84.66392,-84.66392,37.436239
UNKNOWN125219,KY,OLDHAM,GOSHEN,69,69,2,38.401072,-85.577614,-85.577614,38.401072
UNKNOWN124676,KY,LINCOLN,STANFORD,69,69,1,37.52438819,-84.62195333,-84.62195333,37.524388189999996
UNKNOWN125220,KY,OLDHAM,GOSHEN,69,69,2,38.433084,-85.515508,-85.515508,38.43308399999999
UNKNOWN125221,KY,OLDHAM,LA GRANGE,69,69,2,38.39841,-85.411324,-85.411324,38.39841000000001
UNKNOWN124677,KY,LINCOLN,STANFORD,69,69,3,37.52906,-84.678565,-84.678565,37.529059999999994
UNKNOWN125223,KY,OLDHAM,LA GRANGE,345,345,3,38.391503,-85.412282,-85.412282,38.391503
UNKNOWN124678,KY,LINCOLN,WAYNESBURG,69,69,1,37.318888,-84.65374,-84.65374,37.318888
UNKNOWN125224,KY,OLDHAM,CRESTWOOD,138,69,5,38.362355,-85.414324,-85.414324,38.362355
UNKNOWN124679,KY,LINCOLN,WAYNESBURG,69,69,1,37.340973,-84.647408,-84.647408,37.340973
UNKNOWN124680,KY,LINCOLN,STANFORD,69,69,2,37.54330548,-84.66727805,-84.66727805000001,37.54330548
UNKNOWN125225,KY,OLDHAM,LA GRANGE,69,69,2,38.414677,-85.362023,-85.36202300000001,38.414677
UNKNOWN124681,KY,LINCOLN,CRAB ORCHARD,69,69,1,37.47100021,-84.51065122,-84.51065121999999,37.47100020999999
UNKNOWN125227,IN,RUSH,RUSHVILLE,69,69,2,39.62742218,-85.52433425,-85.52433425,39.62742218
MARION,KY,MARION,LEBANON,161,138,3,37.60507,-85.248218,-85.248218,37.60507
UNKNOWN125228,IN,SHELBY,SHELBYVILLE,-999999,-999999,1,39.54865593,-85.79354282,-85.79354282,39.54865593
UNKNOWN124683,KY,MARION,LEBANON,138,69,5,37.604923,-85.249982,-85.24998199999999,37.60492299999999
UNKNOWN125229,IN,SHELBY,FOUNTAINTOWN,69,69,1,39.66874204,-85.77414725,-85.77414725,39.66874203999999
UNKNOWN124684,KY,MARION,LEBANON,69,69,1,37.59334633,-85.24228001,-85.24228001,37.59334632999999
UNKNOWN124685,KY,MARION,LEBANON,69,69,1,37.572892,-85.247014,-85.247014,37.572891999999996
UNKNOWN124686,KY,MARION,LEBANON,161,161,1,37.5488352,-85.27126691,-85.27126691,37.54883519999999
UNKNOWN124687,KY,MARION,LEBANON,138,138,2,37.57473722,-85.31738652,-85.31738652,37.574737219999996
UNKNOWN124688,KY,MARION,LORETTO,69,69,2,37.614239,-85.349797,-85.349797,37.61423900000001
UNKNOWN125230,IN,DECATUR,WESTPORT,138,138,2,39.21051498,-85.6126135,-85.6126135,39.21051498000001
UNKNOWN124689,KY,BUTLER,MORGANTOWN,69,69,1,37.219299,-86.68986,-86.68986,37.21929899999999
"COLUMBUS, MICHIGAN AVENUE",IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,4,39.20887492,-85.90958019,-85.90958019,39.208874919999985
UNKNOWN124690,KY,ALLEN,SCOTTSVILLE,-999999,-999999,1,36.72152322,-86.19076302,-86.19076301999999,36.721523219999995
UNKNOWN124597,IN,HENDRICKS,PLAINFIELD,69,69,2,39.69576222,-86.41766469,-86.41766469,39.69576222
BELLEVILLE,IN,HENDRICKS,CLAYTON,69,69,1,39.69577259,-86.48525328,-86.48525328,39.695772589999976
UNKNOWN124599,IN,MONTGOMERY,CRAWFORDSVILLE,69,-999999,3,39.9672709,-86.80926143,-86.80926143,39.9672709
UNKNOWN124600,IN,MONTGOMERY,LADOGA,-999999,-999999,2,39.91427939,-86.7989479,-86.7989479,39.91427938999999
UNKNOWN124601,IN,MONTGOMERY,CRAWFORDSVILLE,138,138,1,39.97362505,-86.97881135,-86.97881135,39.97362505
UNKNOWN124602,IN,VERMILLION,CAYUGA,-999999,-999999,2,39.94510052,-87.45211157,-87.45211157,39.945100520000004
UNKNOWN124603,IN,VERMILLION,PERRYSVILLE,-999999,-999999,1,40.07777304,-87.48994611,-87.48994611,40.07777303999999
UNKNOWN124604,IN,WARREN,WILLIAMSPORT,-999999,-999999,1,40.25028386,-87.43326717,-87.43326717,40.25028386
UNKNOWN124691,IL,GRUNDY,CHANNAHON,-999999,-999999,0,41.41752814,-88.26007581,-88.26007581,41.417528139999995
UNKNOWN125232,IN,BARTHOLOMEW,ELIZABETHTOWN,-999999,-999999,1,39.10694837,-85.85072726,-85.85072726,39.10694836999999
UNKNOWN124605,IN,HENDRICKS,JAMESTOWN,69,69,2,39.92250248,-86.61777747,-86.61777747,39.92250247999999
UNKNOWN124692,IL,WILL,JOLIET,138,138,2,41.44467139,-88.18507185,-88.18507185,41.44467139
UNKNOWN124606,IN,SHELBY,FOUNTAINTOWN,69,69,1,39.65402251,-85.89572595,-85.89572595,39.65402251
UNKNOWN125233,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,2,39.18759997,-85.89485645,-85.89485644999999,39.18759997000001
UNKNOWN124693,IL,WILL,JOLIET,138,138,2,41.49205143,-88.11002413,-88.11002413,41.49205142999998
FAIRLAND,IN,SHELBY,FAIRLAND,69,69,1,39.59825213,-85.8797346,-85.8797346,39.59825213
UNKNOWN125234,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,3,39.22740341,-85.90125369,-85.90125369,39.227403409999994
UNKNOWN124694,IL,WILL,FRANKFORT,138,138,2,41.49219182,-87.86646982,-87.86646982,41.49219182000001
NEW CASTLE,IN,HENRY,NEW CASTLE,138,-999999,7,39.91607912,-85.35334304,-85.35334303999998,39.91607911999999
UNKNOWN124608,IN,PUTNAM,CLOVERDALE,-999999,-999999,1,39.58221078,-86.81936438,-86.81936438,39.58221078
UNKNOWN125235,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,2,39.19699658,-86.00635731,-86.00635731,39.19699658
UNKNOWN125236,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,1,39.24717425,-85.93822179,-85.93822179,39.24717425
UNKNOWN125237,IN,BARTHOLOMEW,EDINBURGH,-999999,-999999,2,39.34456845,-85.96332787,-85.96332787,39.34456844999998
UNKNOWN124609,IN,PUTNAM,GREENCASTLE,-999999,-999999,1,39.63142157,-86.86043586,-86.86043586,39.63142156999999
UNKNOWN124474,IN,MARION,INDIANAPOLIS,230,138,8,39.68048678,-86.00345427,-86.00345427,39.68048678
UNKNOWN124695,IL,KANKAKEE,BOURBONNAIS,138,138,2,41.17910413,-87.85571752,-87.85571752,41.17910413
UNKNOWN125238,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,2,39.16591296,-85.93888961,-85.93888961,39.165912959999986
UNKNOWN124475,IN,HANCOCK,GREENFIELD,138,138,2,39.79353517,-85.91527442,-85.91527442,39.79353517
UNKNOWN124696,IL,KANKAKEE,BOURBONNAIS,138,138,3,41.16437669,-87.85930539,-87.85930539,41.16437669
UNKNOWN125239,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,1,39.14491541,-85.94874236,-85.94874236,39.144915409999996
UNKNOWN124610,IN,PUTNAM,GREENCASTLE,-999999,-999999,4,39.6382094,-86.87696585,-86.87696585,39.63820939999998
UNKNOWN124697,IL,WILL,WILMINGTON,-999999,-999999,0,41.40566126,-88.19978146,-88.19978145999998,41.40566125999999
UNKNOWN125240,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,2,39.13487408,-85.9484711,-85.9484711,39.13487407999999
UNKNOWN124611,IN,PUTNAM,GREENCASTLE,-999999,-999999,0,39.62785533,-86.8745064,-86.87450640000002,39.627855329999996
UNKNOWN125241,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,2,39.12786419,-85.96481324,-85.96481324,39.12786418999998
UNKNOWN124698,IL,WILL,LOCKPORT,-999999,-999999,1,41.63513484,-88.06176373,-88.06176373,41.635134839999985
UNKNOWN124612,IN,PUTNAM,REELSVILLE,69,-999999,2,39.55906587,-86.90726032,-86.90726032,39.55906586999998
UNKNOWN124476,IN,HANCOCK,GREENFIELD,138,138,2,39.82368618,-85.77112034,-85.77112034,39.82368618000001
UNKNOWN125242,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,1,39.10500709,-85.9854162,-85.9854162,39.105007089999994
UNKNOWN124699,IL,COOK,BERWYN,345,138,4,41.81124488,-87.78530813,-87.78530813,41.81124487999999
UNKNOWN124613,IN,PUTNAM,GREENCASTLE,-999999,-999999,3,39.64815174,-86.86772066,-86.86772066000002,39.648151739999996
UNKNOWN124478,IN,HENRY,NEW CASTLE,69,-999999,2,39.9172969,-85.35455636,-85.35455636,39.9172969
UNKNOWN125243,IN,BARTHOLOMEW,COLUMBUS,-999999,-999999,1,39.14384576,-86.03399543,-86.03399543,39.14384576
UNKNOWN124614,IN,PUTNAM,GREENCASTLE,-999999,-999999,1,39.67496367,-86.87805807,-86.87805807,39.67496366999999
UNKNOWN124479,IN,HANCOCK,GREENFIELD,138,138,2,39.81863949,-85.7922731,-85.7922731,39.818639489999995
UNKNOWN125244,IN,JOHNSON,FRANKLIN,-999999,-999999,1,39.44027031,-86.00969018,-86.00969017999999,39.440270309999995
UNKNOWN124480,IN,HANCOCK,GREENFIELD,230,69,6,39.81078043,-85.84055683,-85.84055682999998,39.810780429999994
MORTAN,IN,PUTNAM,BAINBRIDGE,-999999,-999999,1,39.76271807,-86.93560165,-86.93560165,39.76271807
UNKNOWN125245,IN,DECATUR,GREENSBURG,69,69,1,39.35182777,-85.46138088,-85.46138088,39.35182776999999
UNKNOWN125246,IN,RUSH,RUSHVILLE,69,69,3,39.61086512,-85.43971453,-85.43971453000002,39.61086512
UNKNOWN124481,IN,HENRY,NEW CASTLE,-999999,-999999,0,39.88550621,-85.37781055,-85.37781055,39.885506209999996
UNKNOWN124616,IN,PUTNAM,RUSSELLVILLE,-999999,-999999,2,39.84765378,-86.97897227,-86.97897226999999,39.84765377999999
UNKNOWN124700,IL,WILL,HOMER GLEN,138,138,2,41.62830907,-87.93662973,-87.93662973,41.62830907
UNKNOWN124482,IN,HENRY,SHIRLEY,-999999,-999999,0,39.90570456,-85.50057349,-85.50057348999998,39.90570455999999
UNKNOWN124617,IN,VIGO,WEST TERRE HAUTE,345,345,3,39.39429171,-87.51402507,-87.51402507,39.39429171
UNKNOWN124701,IL,OGLE,STILLMAN VALLEY,138,138,1,42.11726897,-89.20998596,-89.20998596000001,42.11726897
UNKNOWN124618,IN,VIGO,WEST TERRE HAUTE,345,345,3,39.3949532,-87.5091329,-87.50913289999998,39.39495320000001
UNKNOWN124483,IN,HENRY,LEWISVILLE,138,138,2,39.80725886,-85.3253896,-85.3253896,39.807258860000005
UNKNOWN125247,IN,RUSH,RUSHVILLE,69,69,2,39.62877135,-85.3010784,-85.3010784,39.628771349999994
UNKNOWN124619,IN,VIGO,WEST TERRE HAUTE,345,-999999,3,39.3926356,-87.51330172,-87.51330172,39.3926356
UNKNOWN124484,IN,HENRY,NEW CASTLE,69,69,1,39.97573948,-85.38122209,-85.38122209,39.97573948
UNKNOWN125248,IN,FRANKLIN,OLDENBURG,69,69,2,39.40464073,-85.2090083,-85.2090083,39.404640730000004
UNKNOWN124485,IN,HENRY,NEW CASTLE,-999999,-999999,0,39.93037942,-85.39312831,-85.39312830999998,39.930379419999994
UNKNOWN125249,IN,FRANKLIN,GREENSBURG,69,69,4,39.38177391,-85.28547049,-85.28547049,39.38177390999999
UNKNOWN124486,IN,HENRY,LEWISVILLE,69,69,1,39.8603385,-85.4035941,-85.40359409999999,39.8603385
UNKNOWN125250,IN,FRANKLIN,BROOKVILLE,69,69,2,39.4972272,-85.07422557,-85.07422556999998,39.4972272
UNKNOWN124487,IN,HENRY,KNIGHTSTOWN,69,69,2,39.79396353,-85.5373382,-85.5373382,39.79396352999999
UNKNOWN125251,IN,FRANKLIN,BROOKVILLE,69,69,3,39.37037204,-85.03876881,-85.03876881,39.37037203999999
UNKNOWN125252,IN,FRANKLIN,BROOKVILLE,69,69,1,39.38910792,-84.99113457,-84.99113457,39.389107919999994
UNKNOWN124488,IN,HANCOCK,GREENFIELD,69,69,1,39.82760998,-85.79240747,-85.79240747,39.82760998
UNKNOWN125253,IN,FRANKLIN,BROOKVILLE,69,69,1,39.50520752,-84.94770193,-84.94770193,39.505207520000006
UNKNOWN124489,IN,HANCOCK,GREENFIELD,-999999,-999999,0,39.77324048,-85.79771176,-85.79771176,39.77324047999999
UNKNOWN124490,IN,HANCOCK,NEW PALESTINE,69,69,2,39.72468501,-85.89593706,-85.89593706,39.72468501
UNKNOWN125254,IN,FRANKLIN,BROOKVILLE,69,69,1,39.4168738,-84.91074731,-84.91074731,39.4168738
UNKNOWN124492,IN,MARION,INDIANAPOLIS,138,138,2,39.85112831,-86.00860195,-86.00860195,39.85112830999999
UNKNOWN124709,IL,LAKE,GURNEE,138,138,2,42.37884471,-87.96552001,-87.96552001,42.378844709999996
BROOKSVILLE,IN,FRANKLIN,BROOKVILLE,69,69,2,39.42229219,-85.01827964,-85.01827964,39.42229218999999
LAWRENCE,IN,MARION,INDIANAPOLIS,138,138,4,39.82857697,-86.04844008,-86.04844008,39.82857697
UNKNOWN124710,IL,LAKE,WAUKEGAN,138,-999999,8,42.38350102,-87.81741085,-87.81741085,42.38350102
UNKNOWN125256,IN,FRANKLIN,LAUREL,69,69,2,39.49080698,-85.2700838,-85.2700838,39.490806979999995
UNKNOWN125364,IL,TAZEWELL,EAST PEORIA,-999999,-999999,1,40.73954429,-89.51413193,-89.51413193,40.73954428999999
NORTHEAST,IN,MARION,INDIANAPOLIS,138,138,6,39.85579007,-86.11041552,-86.11041552000002,39.85579007
UNKNOWN124711,KY,GRAYSON,CLARKSON,69,69,2,37.49217414,-86.22514672,-86.22514672,37.49217414
UNKNOWN125257,IN,FRANKLIN,BATESVILLE,69,69,1,39.31973785,-85.21055915,-85.21055915,39.31973785
GERMAN CHURCH,IN,MARION,INDIANAPOLIS,138,138,3,39.81995089,-85.96983274,-85.96983273999999,39.81995089
UNKNOWN124712,KY,GRAYSON,LEITCHFIELD,69,69,2,37.47723,-86.285176,-86.28517599999999,37.47723
UNKNOWN125258,IN,FRANKLIN,LAUREL,138,138,1,39.4972102,-85.20685457,-85.20685457,39.49721019999999
UNKNOWN125365,IL,WILL,LEMONT,138,-999999,2,41.65859949,-88.04943451,-88.04943451000001,41.65859949
UNKNOWN124713,KY,GRAYSON,LEITCHFIELD,69,69,1,37.484915,-86.295635,-86.295635,37.484914999999994
UNKNOWN125259,IN,FAYETTE,CONNERSVILLE,138,-999999,7,39.65622675,-85.17572127,-85.17572127,39.65622675000001
UNKNOWN124714,KY,GRAYSON,FALLS OF ROUGH,69,69,1,37.593925,-86.518994,-86.518994,37.593925
UNKNOWN124496,IN,MARION,INDIANAPOLIS,138,138,3,39.77388679,-85.97055048,-85.97055048,39.773886790000006
UNKNOWN125260,IN,FAYETTE,CONNERSVILLE,69,69,1,39.64961987,-85.16323224,-85.16323224,39.649619869999995
UNKNOWN125261,IN,FAYETTE,CONNERSVILLE,69,69,2,39.65126217,-85.13944643,-85.13944643,39.651262169999995
UNKNOWN125262,IN,FAYETTE,CONNERSVILLE,69,69,3,39.67211442,-85.139126,-85.139126,39.67211442
UNKNOWN124497,IN,MARION,INDIANAPOLIS,138,-999999,2,39.67166316,-85.99218562,-85.99218562,39.671663159999994
UNKNOWN124498,IN,MARION,INDIANAPOLIS,138,138,8,39.76864106,-86.05051176,-86.05051176000002,39.76864105999999
UNKNOWN124499,IN,HANCOCK,GREENFIELD,69,69,2,39.83263845,-85.88011066,-85.88011066,39.83263844999998
UNKNOWN125382,IN,CLARK,SELLERSBURG,138,138,2,38.40250618,-85.78535238,-85.78535237999999,38.402506179999996
NEW ALBANY GRANT LINE - HE,IN,FLOYD,SELLERSBURG,138,138,2,38.38252466,-85.80932485,-85.80932485,38.382524659999994
UNKNOWN125384,IN,FLOYD,NEW ALBANY,138,69,6,38.31113409,-85.84825432,-85.84825432,38.311134089999996
UNKNOWN125385,IN,FLOYD,GEORGETOWN,69,69,3,38.30869931,-85.97497133,-85.97497133,38.30869931
UNKNOWN125386,IN,WASHINGTON,SALEM,138,138,2,38.5936405,-86.22525308,-86.22525308,38.5936405
UNKNOWN125387,IN,FLOYD,GEORGETOWN,138,69,6,38.30843482,-85.97237865,-85.97237865,38.30843482
UNKNOWN125388,IN,FLOYD,GEORGETOWN,69,69,1,38.31025378,-85.97581065,-85.97581065,38.31025378
UNKNOWN125389,IN,FLOYD,NEW ALBANY,138,-999999,9,38.26338955,-85.84005372,-85.84005372,38.26338955000001
UNKNOWN124500,IN,HANCOCK,MC CORDSVILLE,69,69,1,39.88443122,-85.89089692,-85.89089692,39.884431219999996
UNKNOWN124721,KY,ADAIR,COLUMBIA,69,69,1,37.06434074,-85.33890379,-85.33890379,37.06434073999999
UNKNOWN124722,KY,ADAIR,COLUMBIA,69,69,2,37.084239,-85.299228,-85.299228,37.08423899999999
UNKNOWN125274,KY,TRIMBLE,MILTON,69,69,2,38.710164,-85.379333,-85.379333,38.710164
UNKNOWN124502,IN,MARION,INDIANAPOLIS,138,138,3,39.70162361,-86.13527567,-86.13527567,39.701623610000006
CARROLLTON,KY,CARROLL,CARROLLTON,138,69,7,38.66813481,-85.17293485,-85.17293485,38.66813480999999
UNKNOWN124503,IN,MARION,INDIANAPOLIS,138,-999999,7,39.72818297,-86.04868087,-86.04868087,39.72818297
UNKNOWN125277,KY,CARROLL,MILTON,69,69,1,38.73086143,-85.29560472,-85.29560472,38.73086142999999
UNKNOWN124504,IN,MARION,INDIANAPOLIS,345,138,8,39.71081716,-86.19421686,-86.19421686,39.71081716
UNKNOWN124505,IN,MARION,INDIANAPOLIS,138,138,2,39.67915517,-86.07112418,-86.07112418,39.67915517
PLAINFIELD SOUTH,IN,HENDRICKS,PLAINFIELD,138,69,6,39.66092394,-86.3838215,-86.38382149999998,39.660923939999996
UNKNOWN125062,KY,GRANT,DRY RIDGE,138,69,4,38.75188561,-84.60158315,-84.60158315,38.75188561
